2025-06-04 18:52:21,629 - client - INFO - Connected to server as player 0
2025-06-04 18:52:21,642 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,016 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,049 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,084 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,117 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,149 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,184 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,217 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,251 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,284 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,319 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,352 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,386 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,419 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,455 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,486 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,520 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,553 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,587 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,621 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,655 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,687 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,721 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,756 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,789 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,823 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,857 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,891 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,925 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,959 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:22,992 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,027 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,061 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,094 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,128 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,161 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,196 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,230 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,264 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,297 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,330 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
2025-06-04 18:52:23,364 - client - INFO - Получено состояние: {'players': {'0': {'nickname': 'Player', 'car': {'x': 180, 'y': 200, 'angle': 0, 'speed': 0, 'color': 'light_blue', 'start_x': 180, 'start_y': 200}}}, 'obstacles': [{'x': 100, 'y': 100, 'width': 50, 'height': 200}, {'x': 300, 'y': 300, 'width': 200, 'height': 50}, {'x': 600, 'y': 150, 'width': 50, 'height': 150}], 'game_active': False, 'countdown': None, 'players_ready': {}, 'race_start_time': None, 'winner': None, 'race_finished': False}
